Ürün İsmi,Ürün Linki,Ürün Fiyatı,Kategori
Relax Fit Kapüşonlu Sweatshirt Y9652AZ23WN,https://www.trendyol.com//defacto/relax-fit-kapusonlu-sweatshirt-p-769864163,"359,99",Sweatshirt
Erkek Bej Slim Fit Rahat Kesim Beli Bağlamalı Yan Cepli Jogger Pantolon ET0100000010,https://www.trendyol.com//ac-co-altinyildiz-classics/erkek-bej-slim-fit-rahat-kesim-beli-baglamali-yan-cepli-jogger-pantolon-p-752639170?advertItems=eyJhZHZlcnRJZCI6IjE1ZGMzMmZhLWExNWYtNDgwMy05Mjc2LWQ5M2Y5ZGYzYjdiYSIsInNvcnRpbmdTY29yZSI6MC4wNDI4NzUwODEyMjYyMjk2NywiYWRTY29yZSI6MC4wMjk5ODI1NzQyODQwNzY2OSwiYWRTY29yZXMiOnsiMSI6MC4wMjk5ODI1NzQyODQwNzY2OSwiMiI6MC4wMjk5ODI1NzQyODQwNzY2OX0sImNwYyI6MS40MzAwMDAwMDAwMDAwMDAyLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuNDMwMDAwMDAwMDAwMDAwMiwiYWR2ZXJ0U2xvdCI6OSwib3JkZXIiOjE3LCJhdHRyaWJ1dGVzIjoiIn0=,"449,99",Pantolon
Ünisex Kahverengi Bronklyn Baskılı Oversize Sweatshirt Broklyn2023,https://www.trendyol.com//moonbull/unisex-kahverengi-bronklyn-baskili-oversize-sweatshirt-p-741963144,"149,90",Sweatshirt
Skinny Fit Likralı Mavi Tırnaklı Erkek Pantolon dyg1003,https://www.trendyol.com//no-way/skinny-fit-likrali-mavi-tirnakli-erkek-pantolon-p-300098974?advertItems=eyJhZHZlcnRJZCI6IjNmYzE1MmVhLTVkOWYtNDgyYy04MTY5LTIwYjk4Y2U0MGJiZCIsInNvcnRpbmdTY29yZSI6MC4wNDI3NzY4MDIxMTg4Njc2MywiYWRTY29yZSI6MC4wMTcyMDcwODA0OTgzMzc3NDYsImFkU2NvcmVzIjp7IjEiOjAuMDE3MjA3MDgwNDk4MzM3NzQ2LCIyIjowLjAxNzIwNzA4MDQ5ODMzNzc0Nn0sImNwYyI6Mi40ODU5OTk5OTk5OTk5OTkzLCJtaW5DcGMiOjAuMDEsImVDcGMiOjIuNDg1OTk5OTk5OTk5OTk5MywiYWR2ZXJ0U2xvdCI6MTAsIm9yZGVyIjoxOSwiYXR0cmlidXRlcyI6IiJ9,"399,90",Pantolon
Erkek Siyah Renk Düz Kesim Kaliteli Esnek Likralı Bilek Boy Kumaş Pantolon İDS2001,https://www.trendyol.com//ids-collection/erkek-siyah-renk-duz-kesim-kaliteli-esnek-likrali-bilek-boy-kumas-pantolon-p-301934895,"399,99",Pantolon
Kalın Kışlık Gri Slim Fit Likralı Kumaş Pantolon İDS2019,https://www.trendyol.com//ids-collection/kalin-kislik-gri-slim-fit-likrali-kumas-pantolon-p-785136185?advertItems=eyJhZHZlcnRJZCI6ImY5YmM3ZWZiLTk5ZTQtNDBlMS1hMDFiLTQ0ODJkNWVkYmJlYyIsInNvcnRpbmdTY29yZSI6MC4wNDI0OTQyODM5ODkwNzE4NDYsImFkU2NvcmUiOjAuMDU1MTg3MzgxODAzOTg5NDEsImFkU2NvcmVzIjp7IjEiOjAuMDU1MTg3MzgxODAzOTg5NDEsIjIiOjAuMDU1MTg3MzgxODAzOTg5NDF9LCJjcGMiOjAuNzcsIm1pbkNwYyI6MC4wMSwiZUNwYyI6MC43NywiYWR2ZXJ0U2xvdCI6MTEsIm9yZGVyIjoyMSwiYXR0cmlidXRlcyI6IiJ9,"499,99",Pantolon
Erkek Lacivert Kanvas Slim Fit Dar Kesim Yan Cep Esnek Chino Pantolon ET0120000001,https://www.trendyol.com//ac-co-altinyildiz-classics/erkek-lacivert-kanvas-slim-fit-dar-kesim-yan-cep-esnek-chino-pantolon-p-55385346,"519,99",Pantolon
Uzun Kol Non Iron Klasik Pamuklu Gömlek 501117,https://www.trendyol.com//kigili/uzun-kol-non-iron-klasik-pamuklu-gomlek-p-734392826?advertItems=eyJhZHZlcnRJZCI6ImI2MzM0MjI5LTBhYzYtNDE3Yy05ZGZmLTA3ZTRhOWM0Zjg5OCIsInNvcnRpbmdTY29yZSI6MC4wNDIzODk4NzY1ODQ1NjQ0NiwiYWRTY29yZSI6MC4wMTM4MjQzMTEwODUwNDUzMzgsImFkU2NvcmVzIjp7IjEiOjAuMDEzODI0MzExMDg1MDQ1MzM4LCIyIjowLjAxMzgyNDMxMTA4NTA0NTMzOH0sImNwYyI6My4wNjYzMjgzMjAwMDAwMDEsIm1pbkNwYyI6MC4wMSwiZUNwYyI6Mi45ODk3NTYyMjA1ODE3ODMsImFkdmVydFNsb3QiOjEyLCJvcmRlciI6MjMsImF0dHJpYnV0ZXMiOiIifQ==,"699,99",Gömlek
Erkek Kırık Beyaz Krem Ekru Dreamer Baskılı 0 Sıfır Yaka Oversize Salaş Bol Kesim Polar Sweatshirt E6004,https://www.trendyol.com//millionaire/erkek-kirik-beyaz-krem-ekru-dreamer-baskili-0-sifir-yaka-oversize-salas-bol-kesim-polar-sweatshirt-p-761951352,"349,90",Sweatshirt
Erkek Likralı Slimfit Kot Pantolon K0279 - Siyah P3494S6913,https://www.trendyol.com//kocmen/erkek-likrali-slimfit-kot-pantolon-k0279-siyah-p-94784410?advertItems=eyJhZHZlcnRJZCI6ImU2MjdhZmVlLTYwZWEtNGNkMS1iZGNjLWU5MzQ3N2U0MDE2MSIsInNvcnRpbmdTY29yZSI6MC4wNjI4NjIyNTI4NDgxNDgzMiwiYWRTY29yZSI6MC4wMzI5NDk0MzY0NTU5NjUwNCwiYWRTY29yZXMiOnsiMSI6MC4wMzI5NDk0MzY0NTU5NjUwNCwiMiI6MC4wMzI5NDk0MzY0NTU5NjUwNH0sImNwYyI6MS45MDc4Mzk5OTk5OTk5OTkzLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuNzMzNjExNjQyODQ0NjI2NCwiYWR2ZXJ0U2xvdCI6MSwib3JkZXIiOjEsImF0dHJpYnV0ZXMiOiIifQ==,"329,99",Pantolon
Füme Erkek Tişört 4461,https://www.trendyol.com//madmext/fume-erkek-tisort-4461-p-263097275,222,T-Shirt
Bej Kalın Kışlık Hakiki Polar Gömlek P0L4R58GM13K,https://www.trendyol.com//leyel-moda/bej-kalin-kislik-hakiki-polar-gomlek-p-227078400,345,Gömlek
Erkek Siyah Bisiklet Yaka Standart %100 Pamuk Erkek Basic T-shirt KZK-7978,https://www.trendyol.com//kozik/erkek-siyah-bisiklet-yaka-standart-100-pamuk-erkek-basic-t-shirt-p-658777871?advertItems=eyJhZHZlcnRJZCI6IjJmNTc1MWQ3LTgyNDAtNGQ4NS1iNTc0LWE3MWRmZjI5YTZlOSIsInNvcnRpbmdTY29yZSI6MC4wNTEwMDQxMjM1MTYzODA4LCJhZFNjb3JlIjowLjAzNTk0MzcwOTMxMzg2OTQ3NiwiYWRTY29yZXMiOnsiMSI6MC4wMzU5NDM3MDkzMTM4Njk0NzYsIjIiOjAuMDM1OTQzNzA5MzEzODY5NDc2fSwiY3BjIjoxLjQxOTAwMDAwMDAwMDAwMDMsIm1pbkNwYyI6MC4wMSwiZUNwYyI6MS40MTkwMDAwMDAwMDAwMDAzLCJhZHZlcnRTbG90IjozLCJvcmRlciI6NSwiYXR0cmlidXRlcyI6IiJ9,"144,99",T-Shirt
Kalın Kışlık Siyah Slim Fit Likralı Kumaş Pantolon İDS2019,https://www.trendyol.com//ids-collection/kalin-kislik-siyah-slim-fit-likrali-kumas-pantolon-p-785136197,"499,99",Pantolon
Erkek Asit Yıkama Gri Bol Paça Jean Kot Baggy Pantolon baggy1111,https://www.trendyol.com//cuqq-denim/erkek-asit-yikama-gri-bol-paca-jean-kot-baggy-pantolon-p-781010919?advertItems=eyJhZHZlcnRJZCI6ImI5NGNjNDYzLWQ3NmMtNGM2Ny1iMDY5LTE4YWMzZGRjNDU2NCIsInNvcnRpbmdTY29yZSI6MC4wNTA1NTY3OTA3NjUzNzQ5LCJhZFNjb3JlIjowLjA1MjgyODQxMjUwMzAwNDA3NCwiYWRTY29yZXMiOnsiMSI6MC4wNTI4Mjg0MTI1MDMwMDQwNzQsIjIiOjAuMDUyODI4NDEyNTAzMDA0MDc0fSwiY3BjIjowLjk1NzAwMDAwMDAwMDAwMDEsIm1pbkNwYyI6MC4wMSwiZUNwYyI6MC45NTcwMDAwMDAwMDAwMDAxLCJhZHZlcnRTbG90Ijo0LCJvcmRlciI6NywiYXR0cmlidXRlcyI6IiJ9,399,Pantolon
Erkek Regular Fit Kışlık Kaşe Gömlek 2632,https://www.trendyol.com//redline/erkek-regular-fit-kislik-kase-gomlek-p-782435045,"382,86",Gömlek
Erkek Jeans Skinny Fit Likralı Düz Trnak Mavi 2000ENJYG,https://www.trendyol.com//enerjin/erkek-jeans-skinny-fit-likrali-duz-trnak-mavi-p-122988462?advertItems=eyJhZHZlcnRJZCI6ImY3ZDFmN2ZiLTMwNTYtNDFiNS05OTEyLTRmNjA3OTcyMTQwYyIsInNvcnRpbmdTY29yZSI6MC4wNDk3NTM1Mjg1OTg2OTU5OSwiYWRTY29yZSI6MC4wMjAwMTM0ODY5NjY0OTA3NDYsImFkU2NvcmVzIjp7IjEiOjAuMDIwMDEzNDg2OTY2NDkwNzQ2LCIyIjowLjAyMDAxMzQ4Njk2NjQ5MDc0Nn0sImNwYyI6Mi40ODU5OTk5OTk5OTk5OTk4LCJtaW5DcGMiOjAuMDEsImVDcGMiOjIuMzE5NDQyNzE2OTMwODQzLCJhZHZlcnRTbG90Ijo1LCJvcmRlciI6OSwiYXR0cmlidXRlcyI6IiJ9,"310,05",Pantolon
Unisex 303 Essential Sweatshirt Antrasit Trndz1317,https://www.trendyol.com//trendiz/unisex-303-essential-sweatshirt-antrasit-p-468265792,399,Sweatshirt
Erkek Jeans Skinny Fit Likralı Düz Siyah 2001ENJYG,https://www.trendyol.com//enerjin/erkek-jeans-skinny-fit-likrali-duz-siyah-p-123450763?advertItems=eyJhZHZlcnRJZCI6ImY3ZDFmN2ZiLTMwNTYtNDFiNS05OTEyLTRmNjA3OTcyMTQwYyIsInNvcnRpbmdTY29yZSI6MC4wNDYwMTk4NjczNTMxNDEzMSwiYWRTY29yZSI6MC4wMTg1MTE2MTE5NjgyNzg4ODUsImFkU2NvcmVzIjp7IjEiOjAuMDE4NTExNjExOTY4Mjc4ODg1LCIyIjowLjAxODUxMTYxMTk2ODI3ODg4NX0sImNwYyI6Mi40ODU5OTk5OTk5OTk5OTk4LCJtaW5DcGMiOjAuMDEsImVDcGMiOjIuNDg1OTk5OTk5OTk5OTk5OCwiYWR2ZXJ0U2xvdCI6Niwib3JkZXIiOjExLCJhdHRyaWJ1dGVzIjoiIn0=,"349,90",Pantolon
Erkek Açık Gri Yandan Cepli Beli Lastikli Bağcıklı Duble Paça Relaxed Fit Rahat Kesim Jogger Pantolo E003000,https://www.trendyol.com//avva/erkek-acik-gri-yandan-cepli-beli-lastikli-bagcikli-duble-paca-relaxed-fit-rahat-kesim-jogger-pantolo-p-102748755,"449,99",Pantolon
Gri 91 Baskılı Oversize T-Shirt V-30-463 6879,https://www.trendyol.com//bybasicman/gri-91-baskili-oversize-t-shirt-v-30-463-p-745010578?advertItems=eyJhZHZlcnRJZCI6IjYyOWQ3YTgzLTdmYzMtNGFkMS1hZTFmLWViNGE1OGRjZmM2YyIsInNvcnRpbmdTY29yZSI6MC4wNDU5NjQ3ODcwMDYzNzgxNzYsImFkU2NvcmUiOjAuMDMyNjQ1NDQ1MzE3MDI5OTUsImFkU2NvcmVzIjp7IjEiOjAuMDMyNjQ1NDQ1MzE3MDI5OTUsIjIiOjAuMDMyNjQ1NDQ1MzE3MDI5OTV9LCJjcGMiOjEuNDA4MDAwMDAwMDAwMDAwMSwibWluQ3BjIjowLjAxLCJlQ3BjIjoxLjM2MjU5MTcxMzM3OTc3MSwiYWR2ZXJ0U2xvdCI6Nywib3JkZXIiOjEzLCJhdHRyaWJ1dGVzIjoiIn0=,"286,80",T-Shirt
Erkek Jeans Skinny Fit Likralı Buz Mavi Tırnaklı 8107,https://www.trendyol.com//newtime/erkek-jeans-skinny-fit-likrali-buz-mavi-tirnakli-p-64608593,"349,90",Pantolon
Erkek Regular Fit Kışlık Kaşe Gömlek 2632,https://www.trendyol.com//redline/erkek-regular-fit-kislik-kase-gomlek-p-777153681?advertItems=eyJhZHZlcnRJZCI6IjNlNDkyZjFkLTVhMWItNDAxMi04ZTc0LTc0ZDc5Y2VmZmVmMiIsInNvcnRpbmdTY29yZSI6MC4wNDM4Mjk1MDc2NzgzMDM3MywiYWRTY29yZSI6MC4wMzk0ODIxNTAyMjY4MzE0MzYsImFkU2NvcmVzIjp7IjEiOjAuMDM5NDgyMTUwMjI2ODMxNDM2LCIyIjowLjAzOTQ4MjE1MDIyNjgzMTQzNn0sImNwYyI6MS4xMTAxMDk0NDAwMDAwMDAyLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuMTA1OTM1ODQ4ODQxNjgxLCJhZHZlcnRTbG90Ijo4LCJvcmRlciI6MTUsImF0dHJpYnV0ZXMiOiIifQ==,"392,41",Gömlek
Çıkarılabilir Kapüşonlu Cepli Kışlık Oduncu Gömlek MAR4170-40280,https://www.trendyol.com//stilkombin/cikarilabilir-kapusonlu-cepli-kislik-oduncu-gomlek-mar4170-40280-p-753667090,249,Gömlek
Erkek Bej Slim Fit Rahat Kesim Beli Bağlamalı Yan Cepli Jogger Pantolon ET0100000010,https://www.trendyol.com//ac-co-altinyildiz-classics/erkek-bej-slim-fit-rahat-kesim-beli-baglamali-yan-cepli-jogger-pantolon-p-752639170?advertItems=eyJhZHZlcnRJZCI6IjE1ZGMzMmZhLWExNWYtNDgwMy05Mjc2LWQ5M2Y5ZGYzYjdiYSIsInNvcnRpbmdTY29yZSI6MC4wNDI4NzUwODEyMjYyMjk2NywiYWRTY29yZSI6MC4wMjk5ODI1NzQyODQwNzY2OSwiYWRTY29yZXMiOnsiMSI6MC4wMjk5ODI1NzQyODQwNzY2OSwiMiI6MC4wMjk5ODI1NzQyODQwNzY2OX0sImNwYyI6MS40MzAwMDAwMDAwMDAwMDAyLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuNDMwMDAwMDAwMDAwMDAwMiwiYWR2ZXJ0U2xvdCI6OSwib3JkZXIiOjE3LCJhdHRyaWJ1dGVzIjoiIn0=,"449,99",Pantolon
Skinny Fit Likralı Mavi Tırnaklı Erkek Pantolon dyg1003,https://www.trendyol.com//no-way/skinny-fit-likrali-mavi-tirnakli-erkek-pantolon-p-300098974?advertItems=eyJhZHZlcnRJZCI6IjNmYzE1MmVhLTVkOWYtNDgyYy04MTY5LTIwYjk4Y2U0MGJiZCIsInNvcnRpbmdTY29yZSI6MC4wNDI3NzY4MDIxMTg4Njc2MywiYWRTY29yZSI6MC4wMTcyMDcwODA0OTgzMzc3NDYsImFkU2NvcmVzIjp7IjEiOjAuMDE3MjA3MDgwNDk4MzM3NzQ2LCIyIjowLjAxNzIwNzA4MDQ5ODMzNzc0Nn0sImNwYyI6Mi40ODU5OTk5OTk5OTk5OTkzLCJtaW5DcGMiOjAuMDEsImVDcGMiOjIuNDg1OTk5OTk5OTk5OTk5MywiYWR2ZXJ0U2xvdCI6MTAsIm9yZGVyIjoxOSwiYXR0cmlidXRlcyI6IiJ9,"399,90",Pantolon
Erkek Regular Fit Kışlık Kaşe Gömlek 2632,https://www.trendyol.com//redline/erkek-regular-fit-kislik-kase-gomlek-p-777153670,"392,42",Gömlek
Kalın Kışlık Gri Slim Fit Likralı Kumaş Pantolon İDS2019,https://www.trendyol.com//ids-collection/kalin-kislik-gri-slim-fit-likrali-kumas-pantolon-p-785136185?advertItems=eyJhZHZlcnRJZCI6ImY5YmM3ZWZiLTk5ZTQtNDBlMS1hMDFiLTQ0ODJkNWVkYmJlYyIsInNvcnRpbmdTY29yZSI6MC4wNDI0OTQyODM5ODkwNzE4NDYsImFkU2NvcmUiOjAuMDU1MTg3MzgxODAzOTg5NDEsImFkU2NvcmVzIjp7IjEiOjAuMDU1MTg3MzgxODAzOTg5NDEsIjIiOjAuMDU1MTg3MzgxODAzOTg5NDF9LCJjcGMiOjAuNzcsIm1pbkNwYyI6MC4wMSwiZUNwYyI6MC43NywiYWR2ZXJ0U2xvdCI6MTEsIm9yZGVyIjoyMSwiYXR0cmlidXRlcyI6IiJ9,"499,99",Pantolon
Yarım Fermuarlı Dik Yaka Sweatshirt İçi Polarlı Kışlık unisex niceyarımnice,https://www.trendyol.com//nice/yarim-fermuarli-dik-yaka-sweatshirt-ici-polarli-kislik-unisex-p-786127108,229,Sweatshirt
Rıver Oversize Haki T-shirt RIVER13092020,https://www.trendyol.com//grimelange/river-oversize-haki-t-shirt-p-111813337,"229,95",T-Shirt
Erkek Likralı Slimfit Kot Pantolon K0279 - Siyah P3494S6913,https://www.trendyol.com//kocmen/erkek-likrali-slimfit-kot-pantolon-k0279-siyah-p-94784410?advertItems=eyJhZHZlcnRJZCI6ImU2MjdhZmVlLTYwZWEtNGNkMS1iZGNjLWU5MzQ3N2U0MDE2MSIsInNvcnRpbmdTY29yZSI6MC4wNjI4NjIyNTI4NDgxNDgzMiwiYWRTY29yZSI6MC4wMzI5NDk0MzY0NTU5NjUwNCwiYWRTY29yZXMiOnsiMSI6MC4wMzI5NDk0MzY0NTU5NjUwNCwiMiI6MC4wMzI5NDk0MzY0NTU5NjUwNH0sImNwYyI6MS45MDc4Mzk5OTk5OTk5OTkzLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuNzMzNjExNjQyODQ0NjI2NCwiYWR2ZXJ0U2xvdCI6MSwib3JkZXIiOjEsImF0dHJpYnV0ZXMiOiIifQ==,"329,99",Pantolon
Erkek Siyah Renk Italyan Kesim Kaliteli Esnek Likralı Bilek Boy Kumaş Pantolon BRKKMSPNT,https://www.trendyol.com//burke/erkek-siyah-renk-italyan-kesim-kaliteli-esnek-likrali-bilek-boy-kumas-pantolon-p-129547997?advertItems=eyJhZHZlcnRJZCI6ImE1MmYxMGRjLTY3ZDMtNGZiMC04ZTUxLTE1ZTYxZjAwYTdhOCIsInNvcnRpbmdTY29yZSI6MC4wNTY0NjI1NDI0NTE5MTgxMywiYWRTY29yZSI6MC4wNDY2NjMyNTgyMjQ3MjU3MiwiYWRTY29yZXMiOnsiMSI6MC4wNDY2NjMyNTgyMjQ3MjU3MiwiMiI6MC4wNDY2NjMyNTgyMjQ3MjU3Mn0sImNwYyI6MS4yMTAwMDAwMDAwMDAwMDAyLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuMTEzMDI1NDIxNTE1NTI4NCwiYWR2ZXJ0U2xvdCI6Miwib3JkZXIiOjMsImF0dHJpYnV0ZXMiOiIifQ==,"369,99",Pantolon
Erkek Koyu Mavi Düğmeli Yaka Kolay Ütülenebilir Oxford Pamuklu Standart Fit Normal Kesim Gömlek E002 E002000,https://www.trendyol.com//avva/erkek-koyu-mavi-dugmeli-yaka-kolay-utulenebilir-oxford-pamuklu-standart-fit-normal-kesim-gomlek-e002-p-57409935,"369,99",Gömlek
Erkek Siyah Bisiklet Yaka Standart %100 Pamuk Erkek Basic T-shirt KZK-7978,https://www.trendyol.com//kozik/erkek-siyah-bisiklet-yaka-standart-100-pamuk-erkek-basic-t-shirt-p-658777871?advertItems=eyJhZHZlcnRJZCI6IjJmNTc1MWQ3LTgyNDAtNGQ4NS1iNTc0LWE3MWRmZjI5YTZlOSIsInNvcnRpbmdTY29yZSI6MC4wNTEwMDQxMjM1MTYzODA4LCJhZFNjb3JlIjowLjAzNTk0MzcwOTMxMzg2OTQ3NiwiYWRTY29yZXMiOnsiMSI6MC4wMzU5NDM3MDkzMTM4Njk0NzYsIjIiOjAuMDM1OTQzNzA5MzEzODY5NDc2fSwiY3BjIjoxLjQxOTAwMDAwMDAwMDAwMDMsIm1pbkNwYyI6MC4wMSwiZUNwYyI6MS40MTkwMDAwMDAwMDAwMDAzLCJhZHZlcnRTbG90IjozLCJvcmRlciI6NSwiYXR0cmlidXRlcyI6IiJ9,"144,99",T-Shirt
KAPÜŞONLU OVERSİZE SWEAT BENROMA25413378,https://www.trendyol.com//benroma/kapusonlu-oversize-sweat-p-774965362,"149,90",Sweatshirt
Pofidi Vintage Siyah Yıkamalı Baggy Jean POFİDİİX15854,https://www.trendyol.com//gofeel/pofidi-vintage-siyah-yikamali-baggy-jean-p-772333532,549,Pantolon
Erkek Jeans Skinny Fit Likralı Düz Trnak Mavi 2000ENJYG,https://www.trendyol.com//enerjin/erkek-jeans-skinny-fit-likrali-duz-trnak-mavi-p-122988462?advertItems=eyJhZHZlcnRJZCI6ImY3ZDFmN2ZiLTMwNTYtNDFiNS05OTEyLTRmNjA3OTcyMTQwYyIsInNvcnRpbmdTY29yZSI6MC4wNDk3NTM1Mjg1OTg2OTU5OSwiYWRTY29yZSI6MC4wMjAwMTM0ODY5NjY0OTA3NDYsImFkU2NvcmVzIjp7IjEiOjAuMDIwMDEzNDg2OTY2NDkwNzQ2LCIyIjowLjAyMDAxMzQ4Njk2NjQ5MDc0Nn0sImNwYyI6Mi40ODU5OTk5OTk5OTk5OTk4LCJtaW5DcGMiOjAuMDEsImVDcGMiOjIuMzE5NDQyNzE2OTMwODQzLCJhZHZlcnRTbG90Ijo1LCJvcmRlciI6OSwiYXR0cmlidXRlcyI6IiJ9,"310,05",Pantolon
Gri Sweat Brooklyn Baskılı westkombin-BR130,https://www.trendyol.com//westkombin/gri-sweat-brooklyn-baskili-p-92542144,"171,50",Sweatshirt
Kahverengi Unisex Kapüşonlu Oversize Sweatshirt DAXİS OVERSİZE KAPÜŞONLU SWETSHİRT,https://www.trendyol.com//daxis-sportwear-company/kahverengi-unisex-kapusonlu-oversize-sweatshirt-p-467620456,133,Sweatshirt
Gri 91 Baskılı Oversize T-Shirt V-30-463 6879,https://www.trendyol.com//bybasicman/gri-91-baskili-oversize-t-shirt-v-30-463-p-745010578?advertItems=eyJhZHZlcnRJZCI6IjYyOWQ3YTgzLTdmYzMtNGFkMS1hZTFmLWViNGE1OGRjZmM2YyIsInNvcnRpbmdTY29yZSI6MC4wNDU5NjQ3ODcwMDYzNzgxNzYsImFkU2NvcmUiOjAuMDMyNjQ1NDQ1MzE3MDI5OTUsImFkU2NvcmVzIjp7IjEiOjAuMDMyNjQ1NDQ1MzE3MDI5OTUsIjIiOjAuMDMyNjQ1NDQ1MzE3MDI5OTV9LCJjcGMiOjEuNDA4MDAwMDAwMDAwMDAwMSwibWluQ3BjIjowLjAxLCJlQ3BjIjoxLjM2MjU5MTcxMzM3OTc3MSwiYWR2ZXJ0U2xvdCI6Nywib3JkZXIiOjEzLCJhdHRyaWJ1dGVzIjoiIn0=,"286,80",T-Shirt
Erkek Bej Standart Fit Normal Kesim Dik Bato Yaka Pamuklu Sweatshirt ET5224100015,https://www.trendyol.com//ac-co-altinyildiz-classics/erkek-bej-standart-fit-normal-kesim-dik-bato-yaka-pamuklu-sweatshirt-p-749677877,"449,99",Sweatshirt
Erkek Regular Fit Kışlık Kaşe Gömlek 2632,https://www.trendyol.com//redline/erkek-regular-fit-kislik-kase-gomlek-p-777153681?advertItems=eyJhZHZlcnRJZCI6IjNlNDkyZjFkLTVhMWItNDAxMi04ZTc0LTc0ZDc5Y2VmZmVmMiIsInNvcnRpbmdTY29yZSI6MC4wNDM4Mjk1MDc2NzgzMDM3MywiYWRTY29yZSI6MC4wMzk0ODIxNTAyMjY4MzE0MzYsImFkU2NvcmVzIjp7IjEiOjAuMDM5NDgyMTUwMjI2ODMxNDM2LCIyIjowLjAzOTQ4MjE1MDIyNjgzMTQzNn0sImNwYyI6MS4xMTAxMDk0NDAwMDAwMDAyLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuMTEwMTA5NDQwMDAwMDAwMiwiYWR2ZXJ0U2xvdCI6OCwib3JkZXIiOjE1LCJhdHRyaWJ1dGVzIjoiIn0=,"392,41",Gömlek
Regular Fit Sweatshirt M7851AZ23AU,https://www.trendyol.com//defacto/regular-fit-sweatshirt-p-767810021,160,Sweatshirt
Erkek Gömlek Yaka Desenli Kışlık Oduncu Oversize Gömlek 10509,https://www.trendyol.com//hazhers/erkek-gomlek-yaka-desenli-kislik-oduncu-oversize-gomlek-p-139976481?advertItems=eyJhZHZlcnRJZCI6IjZmNDU5ZTg3LTMyODAtNGFiYS1iMWY3LTFiMTQwZmFmNTc5MiIsInNvcnRpbmdTY29yZSI6MC4wNDM3MDY3NDY3ODc2Mjc5NSwiYWRTY29yZSI6MC4wMjUzODk4MjIxOTk5NDA2OCwiYWRTY29yZXMiOnsiMSI6MC4wMjUzODk4MjIxOTk5NDA2OCwiMiI6MC4wMjUzODk4MjIxOTk5NDA2OH0sImNwYyI6MS43MjE0Mjc4NDAwMDAwMDA1LCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuNzA4NjcxOTM2NDIzMDkxOCwiYWR2ZXJ0U2xvdCI6OSwib3JkZXIiOjE3LCJhdHRyaWJ1dGVzIjoiIn0=,"400,20",Gömlek
Unisex Siyah Nasa Ayıcık Baskılı Kapüşonlu Sweatshirt benisengiydirnasaayıcıksweat,https://www.trendyol.com//kokina/unisex-siyah-nasa-ayicik-baskili-kapusonlu-sweatshirt-p-209227274,"89,90",Sweatshirt
Erkek Bej Slim Fit Rahat Kesim Beli Bağlamalı Yan Cepli Jogger Pantolon ET0100000010,https://www.trendyol.com//ac-co-altinyildiz-classics/erkek-bej-slim-fit-rahat-kesim-beli-baglamali-yan-cepli-jogger-pantolon-p-752639170?advertItems=eyJhZHZlcnRJZCI6IjE1ZGMzMmZhLWExNWYtNDgwMy05Mjc2LWQ5M2Y5ZGYzYjdiYSIsInNvcnRpbmdTY29yZSI6MC4wNDI4NzUwODEyMjYyMjk2NywiYWRTY29yZSI6MC4wMjk5ODI1NzQyODQwNzY2OSwiYWRTY29yZXMiOnsiMSI6MC4wMjk5ODI1NzQyODQwNzY2OSwiMiI6MC4wMjk5ODI1NzQyODQwNzY2OX0sImNwYyI6MS40MzAwMDAwMDAwMDAwMDAyLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuNDMwMDAwMDAwMDAwMDAwMiwiYWR2ZXJ0U2xvdCI6MTAsIm9yZGVyIjoxOSwiYXR0cmlidXRlcyI6IiJ9,"449,99",Pantolon
Ünisex Siyah Bronklyn Baskılı Oversize Sweatshirt Broklyn2023,https://www.trendyol.com//moonbull/unisex-siyah-bronklyn-baskili-oversize-sweatshirt-p-741963147,"128,97",Sweatshirt
Skinny Fit Likralı Mavi Tırnaklı Erkek Pantolon dyg1003,https://www.trendyol.com//no-way/skinny-fit-likrali-mavi-tirnakli-erkek-pantolon-p-300098974?advertItems=eyJhZHZlcnRJZCI6IjNmYzE1MmVhLTVkOWYtNDgyYy04MTY5LTIwYjk4Y2U0MGJiZCIsInNvcnRpbmdTY29yZSI6MC4wNDI3NzY4MDIxMTg4Njc2MywiYWRTY29yZSI6MC4wMTcyMDcwODA0OTgzMzc3NDYsImFkU2NvcmVzIjp7IjEiOjAuMDE3MjA3MDgwNDk4MzM3NzQ2LCIyIjowLjAxNzIwNzA4MDQ5ODMzNzc0Nn0sImNwYyI6Mi40ODU5OTk5OTk5OTk5OTkzLCJtaW5DcGMiOjAuMDEsImVDcGMiOjIuNDg1OTk5OTk5OTk5OTk5MywiYWR2ZXJ0U2xvdCI6MTEsIm9yZGVyIjoyMSwiYXR0cmlidXRlcyI6IiJ9,"399,90",Pantolon
Kaktüs Baskılı Gri Sweatshirt TYC00411994887,https://www.trendyol.com//benroma/kaktus-baskili-gri-sweatshirt-p-269591814,"89,90",Sweatshirt
